transaction_id,timestamp,user_id,card_number,bin_number,merchant_id,merchant_category,transaction_amount,currency,location,device_id,ip_address,foreign_ip_flag,fraud_label,hour_of_day,day_of_week,is_weekend,amount_log
15ba114b-2726-43bd-8acd-a3823da3fa69,2022-01-05 10:20:04.356247,F000015,4751857116456050,475185,M00021,Restaurant,221.74,USD,Allisonstad,7f3b0a6d,15.111.169.166,1,1,10,2,0,5.406005171964954
4e6acdf7-2e9d-4e27-8f66-d96460665b57,2022-01-05 10:21:57.519493,F000015,4634318073920029,463431,M00015,Restaurant,364.61,USD,Allisonstad,2f277c0c,110.248.110.229,1,1,10,2,0,5.901567191503521
da181cc7-c786-49f8-abea-4c6d7a240f9f,2022-01-05 10:23:21.079157,F000015,4634318073920029,463431,M00021,Restaurant,500.0,USD,Allisonstad,7f3b0a6d,28.237.238.105,1,1,10,2,0,6.2166061010848646
926c6e1c-7cac-4a5f-a704-21007019f7f4,2022-01-05 10:24:41.694023,F000015,4634318073920029,463431,M00015,Restaurant,500.0,USD,Allisonstad,7f3b0a6d,183.138.116.125,1,1,10,2,0,6.2166061010848646
8b03fe4b-80a2-4289-9352-507c71415f2f,2022-01-05 10:25:43.886287,F000015,4634318073920029,463431,M00015,Restaurant,263.18,USD,Allisonstad,7f3b0a6d,30.223.189.221,1,1,10,2,0,5.576630688995717
f48238e4-0f98-41f9-9a36-2bced556b419,2022-01-05 10:26:11.342572,F000015,4634318073920029,463431,M00021,Restaurant,500.0,USD,Allisonstad,7f3b0a6d,117.153.207.13,0,1,10,2,0,6.2166061010848646
8962aea7-dcd8-4985-96de-4d9625637fd2,2022-01-05 10:27:31.586057,U000626,4166732904575982,416673,M00068,Retail,165.02,USD,Morrisshire,0b7ba78e,198.170.14.89,0,0,10,2,0,5.112108263026889
68744690-7818-4255-8b71-6f32722c1867,2022-01-05 12:05:42.946333,U000911,4693754024286177,469375,M00104,Retail,295.51,EUR,West Laurie,f52577d2,68.194.10.195,0,0,12,2,0,5.6920809446818605
58694d35-3775-4e86-a025-2525ef56c3a1,2022-01-05 12:22:27.684646,U000078,4099770088600848,409977,M00115,Travel,215.26,USD,Lauraland,533cff3f,148.67.225.89,0,0,12,2,0,5.376481387517391
9d2fff27-4f5f-4de3-932b-aa6412ede7cd,2022-01-05 16:19:43.499619,U000540,4489880315388824,448988,M00087,Restaurant,291.51,USD,Martinberg,4639d848,27.240.91.176,0,0,16,2,0,5.678498854121702
e3122c03-4e6e-427f-9b9a-798de2e107b7,2022-01-05 17:00:58.514766,U000687,4515217465353787,451521,M00103,Restaurant,148.0,USD,North Williamville,91aa5ec3,129.176.39.202,0,0,17,2,0,5.003946305945459
c84a271a-4870-4ce4-be4b-5e672dbf3ca7,2022-01-06 14:11:24.934778,U000355,4494296592342686,449429,M00134,Retail,62.72,EUR,New Rebecca,3c9850b0,92.96.215.103,0,0,14,3,0,4.154498485041848
7caf0128-b416-493e-aa56-d52d6dfa48fc,2022-01-06 14:31:49.832228,U000830,4288141128745277,428814,M00180,Travel,28.37,USD,Port Sarahborough,408a7e1f,184.41.78.154,0,0,14,3,0,3.379973745210529
a3cda276-1afa-455c-ad78-ea6c5bdd0012,2022-01-06 15:02:01.283624,U000618,4471619827348136,447161,M00010,Retail,83.82,GBP,North Jonathanton,40d6c2af,180.43.20.200,0,0,15,3,0,4.4405313640464446
0d7cd31e-1d3a-4903-8da9-b1d93962f21e,2022-01-07 09:33:13.772759,U000451,4631403526356022,463140,M00174,Travel,312.38,USD,New John,002994ac,42.215.189.47,0,0,9,4,0,5.7474165116762626
98ff1d96-d55f-445e-9a97-404245dd3a40,2022-01-07 09:35:23.239243,U000485,4699570607174810,469957,M00192,Retail,281.69,USD,West Brendahaven,a1b72ac8,37.179.95.240,0,0,9,4,0,5.644350890886774
98ddabc5-9d5a-4513-8c6b-79869a335d6e,2022-01-07 10:25:22.718939,F000018,4189622527560029,418962,M00118,Restaurant,10.0,USD,Aprilton,3165e580,170.253.240.185,0,1,10,4,0,2.3978952727983707
bf3628b3-0be5-4bb3-8e01-a057a7cc7527,2022-01-07 10:27:07.687054,F000018,4179965466289734,417996,M00118,Restaurant,62.97,EUR,Aprilton,3165e580,189.251.152.221,1,1,10,4,0,4.158414223462046
697bc582-1215-4eee-a2c3-db9e036a45d2,2022-01-07 10:27:48.888055,F000018,4179965466289734,417996,M00064,Travel,130.4,USD,Taylorside,3165e580,171.234.101.15,1,1,10,4,0,4.8782461060505105
20139368-b0e9-4462-9ad7-f474bacf83ee,2022-01-07 10:29:47.951341,F000018,4302340567712515,430234,M00118,Restaurant,326.39,USD,Aprilton,3165e580,103.54.23.192,1,1,10,4,0,5.791152120793108
6dae44cc-bad6-4a67-9568-6500186b7524,2022-01-07 10:31:19.317172,F000018,4189622527560029,418962,M00166,Retail,207.35,USD,Aprilton,3165e580,170.253.209.127,0,1,10,4,0,5.339219357868463
6a2b2736-df1f-4229-9884-7a26472ca78f,2022-01-07 10:31:41.201848,F000018,4189622527560029,418962,M00166,Retail,388.21,EUR,Jacobberg,3165e580,170.253.105.70,0,1,10,4,0,5.964119043712501
e818dbf4-b8df-4872-917c-9545a43fdc29,2022-01-07 10:49:27.154403,U000006,4983930103105186,498393,M00054,Restaurant,173.42,USD,Gomezchester,4db8a316,139.13.179.133,0,0,10,4,0,5.161466183798839
615c7c2a-71c5-4b35-9fb1-3ac6ac5ac47a,2022-01-07 10:56:56.675714,U000007,4010651333872620,401065,M00143,Travel,275.89,USD,Stevenland,7dbbaf4c,60.214.219.229,0,0,10,4,0,5.623620315404164
4d47dbca-6759-4157-ab10-d896d0402bb0,2022-01-08 09:23:13.421874,U000294,4402701168646221,440270,M00114,Entertainment,143.45,USD,Jacobberg,1757b24e,86.219.110.188,0,0,9,5,1,4.9729334269122445
8ddf402c-9c2e-4e3f-9754-47dd201a30ac,2022-01-08 11:45:04.263918,U000945,4215938967635362,421593,M00019,Retail,76.08,USD,Cookestad,3ecacc2f,21.38.247.93,0,0,11,5,1,4.344843843546165
69e4af8a-77a7-47c1-9769-80c52e5ddf60,2022-01-08 11:59:44.745257,F000000,4970493795829154,497049,M00169,Retail,82.68,USD,Robinville,3837ddd9,214.246.22.22,1,1,11,5,1,4.427000000316613
5f7da2cd-a56d-41d7-ad7f-4a02182a67dc,2022-01-08 12:01:38.315677,F000000,4970493795829154,497049,M00089,Retail,10.0,USD,Shaneton,d072902d,41.39.80.236,1,1,12,5,1,2.3978952727983707
30cd6f05-6e2e-4b0b-903c-3f4b2011d34b,2022-01-08 12:01:43.325601,F000000,4970493795829154,497049,M00199,Travel,56.71,USD,Robinville,36a2dc8c,98.171.138.217,1,1,12,5,1,4.055430468722875
d3ceb88f-0aba-4477-a4b4-25cefd07c8c9,2022-01-08 12:03:33.613831,F000000,4970493795829154,497049,M00169,Retail,201.19,USD,Robinville,36a2dc8c,204.138.250.244,0,1,12,5,1,5.309207849379209
48da003d-846d-49eb-a764-b83323de5f13,2022-01-08 12:05:13.910988,F000000,4970493795829154,497049,M00199,Travel,254.73,USD,Robinville,36a2dc8c,143.15.16.245,1,1,12,5,1,5.544122200405325
91c0114a-d3b6-4bf0-8132-81423f4d9d3a,2022-01-08 12:07:05.024243,F000000,4970493795829154,497049,M00089,Retail,297.93,USD,Robinville,fa693c66,84.208.29.213,1,1,12,5,1,5.700209432269419
af844660-5d78-447e-a3fd-56caa31eeaef,2022-01-08 12:08:30.844272,F000000,4970493795829154,497049,M00169,Retail,360.52,USD,Robinville,36a2dc8c,194.253.248.156,1,1,12,5,1,5.890317365103024
424cd5e0-97fc-4263-8a58-21533f44ad86,2022-01-08 12:09:33.623152,F000000,4970493795829154,497049,M00169,Retail,500.0,USD,Robinville,0b56d43c,82.241.179.3,1,1,12,5,1,6.2166061010848646
6b632734-f57a-404b-8005-ab9a9fa3f92d,2022-01-08 14:04:02.698125,U000587,4623899499197014,462389,M00041,Retail,176.46,USD,Frederickchester,463e86a8,138.214.167.207,0,0,14,5,1,5.178745231407191
feeb95bd-69dc-4dd6-a14c-45bf069fe638,2022-01-08 14:36:47.856935,U000588,4037087821160203,403708,M00027,Retail,111.17,USD,East Katherine,3e39102c,219.102.60.32,0,0,14,5,1,4.720015577657132
a76d60bf-abaf-48ea-b78b-8060ebf946d7,2022-01-08 16:14:02.401347,U000622,4006493403910451,400649,M00113,Retail,84.02,USD,North Natalie,678a7ce9,109.191.183.72,0,0,16,5,1,4.442886522930644
f41bf0d2-de5a-460c-87fe-c2c19623196a,2022-01-08 17:05:08.958746,U000644,4323661850761082,432366,M00004,Travel,118.28,USD,Williamsburgh,0dbae6a3,196.217.218.248,0,0,17,5,1,4.781473670456483
68c3f793-64d0-4477-8342-9e560bc75b4b,2022-01-08 17:30:31.393579,U000328,4960633991297100,496063,M00149,Retail,313.1,USD,Port Monica,813f6ecb,115.253.111.173,0,0,17,5,1,5.749711406544601
ace0e498-208e-4776-aa60-506bd32f282e,2022-01-09 10:56:43.049178,U000447,4298217392957869,429821,M00057,Travel,198.43,USD,Raymondside,d582e568,38.13.20.238,0,0,10,6,1,5.295463297565131
9bb8f3c6-877b-4c1a-a34f-fddc56f2e781,2022-01-10 11:09:42.674403,U000832,4194232154013152,419423,M00144,Restaurant,195.38,USD,West Brett,e8e87360,154.57.89.158,0,0,11,0,0,5.280051557741144
dd4ac73e-e094-46fd-b159-2c8238db8f0b,2022-01-10 11:48:46.749393,U000362,4831901302056987,483190,M00161,Restaurant,50.33,USD,West Jacobhaven,98d1a1cc,161.169.219.24,0,0,11,0,0,3.9382753765722116
f8d8107d-eba5-4e42-af9b-4c0201421720,2022-01-10 13:25:32.760877,U000251,4297167433800548,429716,M00056,Retail,652.11,EUR,Port Annahaven,f7d36eb2,55.138.186.92,0,0,13,0,0,6.481745568382265
f387dab3-5079-411c-8aeb-95fa6473f6ce,2022-01-10 16:56:20.049182,U000236,4363212347649075,436321,M00142,Retail,118.71,USD,Hollyville,d04c31fb,165.58.136.132,0,0,16,0,0,4.785072151263279
a6ed89fd-1c5f-4ed1-aba4-3755c65ebcbf,2022-01-11 10:53:56.539943,U000540,4489880315388824,448988,M00107,Restaurant,247.87,USD,Martinberg,4639d848,27.240.36.247,0,0,10,1,0,5.5169306717757145
cecd6dda-8d80-4938-85a0-88e787347ea4,2022-01-11 12:09:06.737624,U000060,4469632595327871,446963,M00135,Restaurant,397.33,USD,Kochfort,45d26781,155.40.97.218,0,0,12,1,0,5.987280807461651
c443f413-2ead-4bb0-943f-9064fd10c2fc,2022-01-11 14:01:03.967375,U000561,4796325942328940,479632,M00188,Retail,131.89,USD,Thompsonmouth,8e0fae69,183.197.86.245,0,0,14,1,0,4.889521718343416
2476a54e-b105-47a1-a673-65f3730736d3,2022-01-11 14:03:39.407630,U000046,4921277997995529,492127,M00038,Travel,144.13,USD,Jonesmouth,ab51d336,74.5.234.124,0,0,14,1,0,4.9776298924822715
c9ad0c77-4ea8-45c4-af35-410dcd91beac,2022-01-11 17:58:32.112387,U000953,4891368296707420,489136,M00149,Retail,240.87,USD,Duncantown,39a26868,203.71.65.17,0,0,17,1,0,5.488400391735755
f10ec98b-cf69-4a2f-ac14-565ab97b2f0c,2022-01-11 21:46:13.681706,U000525,4155668473236536,415566,M00017,Restaurant,444.16,USD,South Tracy,7c38e21a,121.54.113.18,0,0,21,1,0,6.098433768105225
710b77ab-7a72-4842-8c74-a27e75f44008,2022-01-12 11:20:42.286473,U000212,4933554864015573,493355,M00173,Travel,93.74,USD,Masonville,a379aa48,107.244.18.22,0,0,11,2,0,4.5511362974956056
4c33f4ac-33c7-4d95-b0a9-8c805dcf76d4,2022-01-12 13:42:12.787377,U000761,4170926407030883,417092,M00103,Restaurant,167.42,USD,Karentown,9affd82b,14.225.112.28,0,0,13,2,0,5.126460859601846
17bc0736-83d3-4223-977e-2e7ef88167cd,2022-01-12 14:44:25.479970,U000174,4238780038457621,423878,M00131,Retail,45.62,USD,West Gabriellestad,0feb8513,155.154.182.109,0,0,14,2,0,3.842029633607611
866af29b-5873-40fe-a671-bffbcdc7b03b,2022-01-12 15:39:19.931764,U000440,4824073333732041,482407,M00095,Retail,91.92,USD,North Meredith,248080e6,211.170.43.174,0,0,15,2,0,4.531738907902208
ac4482ce-3689-42c4-a75d-c83c088dfcf0,2022-01-12 16:28:16.474311,U000309,4215285067625152,421528,M00034,Retail,343.12,USD,Port Amber,09d2e9b9,48.136.2.151,0,0,16,2,0,5.840990433753148
6826e7d3-dcbd-4899-8540-90fc18ce52b0,2022-01-13 12:28:41.363976,U000697,4405103880273045,440510,M00107,Restaurant,1247.7,USD,New Logan,f633eb74,146.47.254.210,0,0,12,3,0,7.129858289121099
0c9fb42b-6a48-4829-aae8-7ca9a2c88916,2022-01-13 13:16:50.928865,U000124,4283096520744663,428309,M00104,Retail,53.49,USD,Connorberg,a2669ae7,36.68.141.83,0,0,13,3,0,3.998017198595007
acafcbd4-83b4-4e10-b24c-c10dd84a82ca,2022-01-13 13:34:18.392644,U000046,4161369681645350,416136,M00000,Restaurant,286.15,USD,Edwardsburgh,ab51d336,74.5.173.111,0,0,13,3,0,5.660004727310305
84e0197c-066c-41f0-badd-fd43b0770b64,2022-01-13 14:59:53.851187,U000423,4073607763369119,407360,M00086,Entertainment,156.41,USD,Ashleyberg,6d9c709d,87.209.7.221,0,0,14,3,0,5.05885386636673
213f3361-60e4-4c38-ad2f-e41edc62668f,2022-01-14 10:20:05.282550,U000012,4598262045053317,459826,M00153,Restaurant,82.02,USD,Port Jacqueline,9eab31aa,36.47.88.48,0,0,10,4,0,4.419081542624893
1350bdb8-2cac-4004-ae9a-b1847b42eb42,2022-01-14 10:55:50.013904,U000059,4555625881537141,455562,M00004,Travel,509.76,USD,East Tanya,5dd1a6b3,71.29.236.39,0,0,10,4,0,6.235899812556481
c2567b00-745d-4384-bd87-f62a3138e7d3,2022-01-14 14:01:11.597133,U000268,4361332541107605,436133,M00175,Retail,485.28,USD,Lake Seanville,6736a56e,179.188.44.174,0,0,14,4,0,6.186784589687593
645876ab-688a-4edd-925d-99f10beccf41,2022-01-15 09:01:49.817761,U000463,4586652548374414,458665,M00093,Restaurant,18.08,USD,Port Christopher,078c7743,80.166.94.115,0,0,9,5,1,2.9486406660201405
6c0be75c-e92b-4f39-8f45-ce455e2d1e63,2022-01-15 09:08:15.335144,U000244,4201777490509751,420177,M00069,Retail,85.41,USD,Davisborough,77ef89ef,210.21.241.161,0,0,9,5,1,4.4591034098533076
661d30ae-d9be-402b-a37c-39c8fa597a08,2022-01-15 10:37:21.012072,U000785,4532676992427738,453267,M00068,Retail,37.08,USD,East Jennifer,337c922a,37.122.64.135,0,0,10,5,1,3.6396892099231644
35fec8e5-f5c7-43f0-9260-350b51b56241,2022-01-15 12:49:24.718393,U000513,4559550178332582,455955,M00129,Travel,60.37,USD,Alyssahaven,9930a3d0,93.61.131.201,0,0,12,5,1,4.116921116401006
645f83ce-6c16-464b-915e-4aaf1980e868,2022-01-15 13:08:05.566238,U000690,4739083521189684,473908,M00038,Travel,97.24,USD,Deborahmouth,7bcedea0,142.78.123.172,0,0,13,5,1,4.587413464398832
6b95b5d7-1539-45e1-8e1a-d56a0905ac6d,2022-01-15 16:59:56.679128,U000112,4842701039308702,484270,M00043,Retail,273.1,USD,Samanthaborough,18946846,62.160.164.16,0,0,16,5,1,5.61349300330874
f6b6bfa0-41d0-4de9-818c-2a3a15197989,2022-01-18 11:01:03.813378,F000026,4773759493307811,477375,M00116,Retail,10.18,USD,North Scottshire,3fd5f7ea,91.24.241.144,1,1,11,1,0,2.414126467726953
4a0ae1c0-a3bd-44c2-9cfc-c3959dda39a8,2022-01-18 11:02:15.723725,F000026,4848170361007700,484817,M00116,Retail,223.4,USD,North Scottshire,3fd5f7ea,70.107.95.191,1,1,11,1,0,5.413430173648541
58aadf03-f34f-439e-a785-e35c74c0e1a8,2022-01-18 11:02:58.768588,F000026,4773759493307811,477375,M00032,Restaurant,103.85,USD,North Scottshire,3fd5f7ea,95.177.195.210,1,1,11,1,0,4.652530757347929
03f1b28e-1c52-4b4d-aa60-aad707b8bd36,2022-01-18 11:04:35.384247,F000026,4848170361007700,484817,M00182,Entertainment,207.84,USD,North Shelly,3fd5f7ea,90.90.140.178,0,1,11,1,0,5.341568408542352
6653a13f-31fa-4790-b95f-bc4be054785a,2022-01-18 11:05:49.655918,F000026,4773759493307811,477375,M00032,Restaurant,183.32,USD,North Scottshire,3fd5f7ea,8.179.40.249,1,1,11,1,0,5.216673377507527
d2802820-084a-4b3f-92eb-893d14750ccc,2022-01-18 11:06:55.692721,F000026,4848170361007700,484817,M00116,Retail,147.43,USD,North Scottshire,3fd5f7ea,136.7.174.124,1,1,11,1,0,5.000113466636674
ba3e8a14-4293-4d52-bbdc-815b582dbf67,2022-01-18 11:08:00.312429,F000026,4773759493307811,477375,M00116,Retail,30.81,USD,North Scottshire,3fd5f7ea,19.221.185.162,1,1,11,1,0,3.4597807057610526
6506212f-1089-42a3-8cc8-b458b4088baf,2022-01-18 11:09:36.561430,F000026,4773759493307811,477375,M00182,Entertainment,316.38,USD,North Scottshire,a8a71a37,214.230.149.88,1,1,11,1,0,5.760099794134696
73d8fe1e-c95c-49ab-8a49-cd60f789d312,2022-01-18 11:10:24.938162,F000026,4773759493307811,477375,M00032,Restaurant,259.11,USD,North Scottshire,eee65b88,54.80.229.26,1,1,11,1,0,5.561104618466798
900a6f0d-a85f-4f36-aa02-eb3abad92777,2022-01-18 11:11:21.918021,F000026,4848170361007700,484817,M00032,Restaurant,297.47,USD,North Scottshire,3fd5f7ea,149.16.67.9,1,1,11,1,0,5.698669425269378
05c6ac98-5280-428b-9ba1-8cec61996d09,2022-01-18 11:12:12.962752,F000026,4848170361007700,484817,M00182,Entertainment,368.43,USD,North Scottshire,2e81ca09,90.90.227.119,0,1,11,1,0,5.911961277245037
73a65e00-09f9-44b0-bf0b-d78dba647c25,2022-01-18 11:13:52.939250,F000026,4773759493307811,477375,M00182,Entertainment,500.0,USD,North Scottshire,3fd5f7ea,127.97.85.11,1,1,11,1,0,6.2166061010848646
21e5dfd7-5ad9-4fe6-8351-566594c4848e,2022-01-18 11:15:27.528418,F000026,4848170361007700,484817,M00116,Retail,500.0,USD,North Scottshire,8c593297,61.51.247.21,1,1,11,1,0,6.2166061010848646
86333c24-eba8-4b69-ab19-d5acc6410516,2022-01-18 11:43:28.500137,U000634,4670636219865500,467063,M00185,Retail,124.95,USD,West Tanyaview,6567128b,90.158.236.225,0,0,11,1,0,4.835885002798619
77b42e07-8750-401e-a715-9a24810f488e,2022-01-18 12:09:49.449438,F000006,4614427873554047,461442,M00043,Retail,645.18,USD,Lake John,f45df014,85.38.87.44,1,1,12,1,0,6.471078102741205
e081733e-d206-46c8-b4b3-2d84bebafc9b,2022-01-18 12:10:07.977777,F000006,4614427873554047,461442,M00073,Retail,269.25,USD,Johnsonchester,fca97eaa,210.117.28.250,1,1,12,1,0,5.599347456519317
df2b2c46-93aa-4b97-b645-fa9c0817a7f2,2022-01-18 12:12:45.178929,F000006,4614427873554047,461442,M00043,Retail,567.04,USD,Lake John,fca97eaa,163.166.199.199,0,1,12,1,0,6.342191838776812
68b5abc0-c3ed-4877-b472-0c76e1f418de,2022-01-18 12:14:28.990007,F000006,4650032990900647,465003,M00043,Retail,630.52,USD,Lake John,fca97eaa,202.203.254.66,1,1,12,1,0,6.448129611914537
a2b53371-ba42-45b9-87ab-b59c2333c18b,2022-01-18 12:15:59.599979,F000006,4650032990900647,465003,M00043,Retail,337.43,USD,Lake John,fca97eaa,27.11.66.219,1,1,12,1,0,5.824317276284939
565f8a98-9d64-4005-b1ae-52281c950312,2022-01-18 12:16:11.504839,F000006,4650032990900647,465003,M00043,Retail,690.0,USD,Lake John,fca97eaa,217.41.87.23,1,1,12,1,0,6.53813982376767
f77de777-aa68-4c13-968f-87a88136d211,2022-01-18 12:17:56.441365,F000006,4650032990900647,465003,M00073,Retail,970.0,USD,Lake John,fca97eaa,84.86.80.219,1,1,12,1,0,6.878326468291325
63858db4-55d2-4ff9-80e0-02263bc8db16,2022-01-18 12:19:09.758305,F000006,4650032990900647,465003,M00043,Retail,485.22,USD,Lake John,fca97eaa,159.196.217.184,1,1,12,1,0,6.186661196371241
6d415114-da2b-4d18-b4e1-aa3821feed8a,2022-01-18 12:20:47.043714,F000006,4614427873554047,461442,M00073,Retail,110.86,USD,Lake John,fca97eaa,87.80.141.165,1,1,12,1,0,4.717248089393442
3a58733d-a3ac-4849-930d-bd777b88eb7e,2022-01-18 13:21:12.084542,U000370,4335956164205958,433595,M00187,Retail,118.45,USD,Ortizshire,4eb780b4,146.194.78.213,0,0,13,1,0,4.782897873771819
eaea4b67-e956-4892-894f-d2a58eb47b9c,2022-01-18 19:14:50.269677,U000783,4561833597487682,456183,M00039,Restaurant,172.8,EUR,East Anthony,d54f5fb1,147.138.89.110,0,0,19,1,0,5.157905212831292
06f52a3b-f681-4367-aec3-3fd429828229,2022-01-19 11:58:07.278583,U000249,4276012277707935,427601,M00001,Retail,240.69,GBP,West Patriciachester,3ff00bc0,120.185.218.218,0,0,11,2,0,5.487655913249886
533973d8-5bf0-45ce-bc4a-b3853df61d53,2022-01-20 11:42:00.303303,U000514,4607984870450693,460798,M00158,Retail,165.14,USD,South Mariachester,5ee52669,137.220.128.25,0,0,11,3,0,5.112830806410925
2281ba9d-6623-4be6-b5b5-df028605d729,2022-01-21 15:46:17.901258,U000661,4894665275233287,489466,M00195,Travel,112.6,EUR,New Laura,57058825,105.227.251.32,0,0,15,4,0,4.732683506287051
f4a75a68-5da8-4009-a957-806a18a6fe1f,2022-01-21 17:02:16.395927,U000117,4106987205061495,410698,M00030,Travel,117.78,USD,Gonzaleztown,b477f503,147.109.203.179,0,0,17,4,0,4.777273042587714
13e1b9c3-d78e-4aec-9d9f-28a9227ce411,2022-01-22 13:11:50.230477,U000559,4767382097461914,476738,M00049,Retail,116.4,USD,Simpsonside,afca8050,175.171.152.215,0,0,13,5,1,4.765586907393996
