transaction_id,timestamp,user_id,card_number,bin_number,merchant_id,merchant_category,transaction_amount,currency,location,device_id,ip_address,foreign_ip_flag,fraud_label,hour_of_day,day_of_week,is_weekend,amount_log
04147022-e591-4cad-8ad4-bac8cc2af776,2022-01-06 21:23:59.689243,U000175,4384046084325621,438404,M00049,Retail,68.29,USD,East Denise,071e9ec7,150.0.15.61,0,0,21,3,0,4.23830059563929
71832014-d568-4b9f-bc9d-0ad0863137f6,2022-01-07 11:09:42.109260,U000716,4404668212156499,440466,M00074,Restaurant,14.42,EUR,Frankview,70a0226b,71.238.89.158,0,0,11,4,0,2.7356653681351832
94acc4de-a1b5-4a03-a351-774c1004dff9,2022-01-07 16:38:25.549425,U000619,4448838425364622,444883,M00095,Retail,5.0,USD,West Matthewmouth,512fe0fb,102.34.199.246,0,0,16,4,0,1.791759469228055
7d74ba40-987c-4b32-bfac-c0db3e83dbfb,2022-01-07 18:29:03.967287,U000050,4814124782613752,481412,M00019,Grocery,34.58,USD,South Brianhaven,9d4bcb0d,121.80.253.221,0,0,18,4,0,3.571783682237689
3489dc9e-38e4-4a68-9d16-535351577486,2022-01-08 02:17:29.378920,U000416,4046947258784446,404694,M00066,Grocery,32.0,USD,East Cameron,0faf8245,41.232.84.28,0,0,2,5,1,3.4965075614664802
a2d2ee81-89e7-424e-b71f-89797df93224,2022-01-08 06:16:28.505903,U000449,4834527346666171,483452,M00014,Restaurant,96.81,USD,South Damonside,805bc963,160.165.113.18,0,0,6,5,1,4.5830268213024015
1042cc06-2d0a-4dc1-b367-defa5adac66b,2022-01-08 12:33:46.651049,U000150,4309883920530218,430988,M00087,Retail,95.02,USD,Kimberlystad,eae3a120,19.240.178.102,0,0,12,5,1,4.564556503102795
21ed5a14-563a-438c-bec7-50d1bcfacff1,2022-01-08 16:37:00.960424,U000227,4071678112669121,407167,M00038,Travel,51.83,USD,West Theresamouth,37385636,30.240.29.12,0,0,16,5,1,3.9670792111762245
b03480e5-1f19-41a2-9fbe-02f62ebbe05d,2022-01-08 17:25:07.104578,U000668,4637262942066159,463726,M00095,Retail,11.25,USD,Cindytown,6d5277aa,208.133.145.5,0,0,17,5,1,2.505525936990736
a00ead59-9ff9-4346-8dd5-50deb2aec5f1,2022-01-09 10:17:01.550130,U000753,4359900937814606,435990,M00030,Gas,19.25,USD,Millermouth,2bdfbbc5,159.157.18.48,0,0,10,6,1,3.0081547935525483
1e331684-f964-4427-b72d-a5c890c33628,2022-01-09 12:24:41.732151,U000746,4084672925435510,408467,M00080,Restaurant,231.19,USD,Jacksonburgh,4c0bc447,165.71.189.167,0,0,12,6,1,5.447556002014275
ca78a777-b75e-41d0-9dda-2cf747ae0d02,2022-01-09 13:08:41.002229,U000620,4090855107409138,409085,M00032,Retail,5.0,USD,North Wendymouth,e7f442f5,149.10.218.242,0,0,13,6,1,1.791759469228055
8ad4a2bb-905d-424a-a366-6664dd06211f,2022-01-09 14:15:07.583657,U000207,4220054364597016,422005,M00014,Restaurant,5.0,USD,Lake Erica,2c5919e7,64.32.29.212,0,0,14,6,1,1.791759469228055
96e5e247-7a5b-4c81-b43a-349c4017deee,2022-01-09 14:33:33.548643,U000051,4361530515220474,436153,M00001,Grocery,36.24,USD,Lake Douglas,ebf4b391,10.134.43.96,0,0,14,6,1,3.617383452408866
8879f150-6f07-49b0-b8b3-0a9dfd5b75da,2022-01-09 17:10:04.134879,U000713,4151204850766533,415120,M00062,Restaurant,236.38,USD,Larryton,228acb9a,91.176.227.121,0,0,17,6,1,5.469662232628359
4a9216f6-5f14-4f80-99af-3a88beb37c11,2022-01-09 19:41:57.888887,U000234,4230347786603240,423034,M00047,Grocery,492.87,USD,Mosleyland,4f4a51e4,65.238.233.233,0,0,19,6,1,6.202272324661071
1dc8b0bd-cbb4-4af0-8db3-fbd99168b29c,2022-01-09 20:37:46.116558,U000659,4622033474246312,462203,M00103,Retail,831.16,USD,West Jessemouth,c9eb0a5b,108.16.245.167,0,0,20,6,1,6.724024730024762
fce03b88-3eed-4eea-9a0d-5a1cc3b80bda,2022-01-09 21:00:07.931641,U000323,4893135030587212,489313,M00010,Grocery,5.0,USD,South Jessica,4619734f,56.223.136.3,0,0,21,6,1,1.791759469228055
7a76f6d3-fe5c-491e-b112-a8eded68b775,2022-01-10 12:08:22.572984,U000131,4175354083866311,417535,M00032,Retail,27.45,USD,Wallaceshire,7d19e28e,33.216.24.5,0,0,12,0,0,3.34814816057234
1b0f15a8-ec63-4044-92b7-9e4ba61132cb,2022-01-10 12:57:16.479529,U000096,4962923309584986,496292,M00019,Grocery,53.57,USD,West Tiffany,3b60fa40,52.194.238.228,0,0,12,0,0,3.9994842811981406
5e4eefa1-3591-47f1-aa34-b14397eb61f8,2022-01-10 13:33:11.222788,U000524,4016234190310614,401623,M00039,Restaurant,20.75,USD,North Philliphaven,52a7b5be,127.185.207.65,0,0,13,0,0,3.079613757534693
aaacde57-30d4-44d2-ba75-b078ec753478,2022-01-10 13:42:18.864975,U000391,4754813866675487,475481,M00059,Retail,8.82,USD,Pearsonburgh,eca5759b,60.196.94.115,0,0,13,0,0,2.2844211223663744
329ff259-ed96-43ae-9c59-6f08f7668871,2022-01-10 15:03:28.901372,U000489,4178192365346066,417819,M00090,Grocery,20.39,USD,Port Lukefurt,af4257f8,178.136.209.30,0,0,15,0,0,3.062923523094314
4d07813a-5386-4736-847e-8d894f6dca43,2022-01-11 02:04:52.750694,F000011,4006433226227774,400643,M00074,Restaurant,3.52,USD,Martinezshire,f11f8972,69.26.10.187,0,1,2,1,0,1.5085119938441398
aff023a5-10b3-4d2d-9958-f0f8ef27adf5,2022-01-11 02:06:00.108459,F000011,4006433226227774,400643,M00067,Grocery,28.3,USD,Robinsonland,a2186d3f,120.199.220.10,1,1,2,1,0,3.3775875160230218
e5eea4fd-d280-4c68-88f3-db1d96bcc06e,2022-01-11 02:07:05.321105,F000011,4006433226227774,400643,M00067,Grocery,33.54,USD,Garyberg,3b75f808,69.26.215.19,0,1,2,1,0,3.5421180727185324
da5f3a0a-e414-49b1-8e31-45894e63ecd5,2022-01-11 02:07:34.753136,F000011,4006433226227774,400643,M00074,Restaurant,2.79,USD,Robinsonland,f11f8972,69.26.121.141,0,1,2,1,0,1.332366019094335
4891e9cb-a3ba-4097-b679-b3c8e1a624fe,2022-01-11 02:08:54.787930,F000011,4006433226227774,400643,M00021,Restaurant,6.1,USD,West Justinton,f11f8972,131.100.208.62,1,1,2,1,0,1.9600947840472698
40d2e2a2-cd57-4c8a-baa5-f32231623755,2022-01-11 02:10:40.136659,F000011,4006433226227774,400643,M00067,Grocery,36.3,USD,Lake Johnmouth,f11f8972,47.197.195.63,1,1,2,1,0,3.6189933266497696
ef289885-6869-4c3f-a574-7cd81b16d83e,2022-01-11 02:12:32.478215,F000011,4006433226227774,400643,M00074,Restaurant,34.92,USD,Robinsonland,ed2c5eb7,84.60.113.58,1,1,2,1,0,3.581294243433999
b6b57444-fcea-4620-8b29-d344dc1d0754,2022-01-11 02:12:43.973460,F000011,4006433226227774,400643,M00067,Grocery,35.7,GBP,Robinsonland,f11f8972,69.26.104.216,0,1,2,1,0,3.6027767550605247
2e60a13e-fada-4aeb-a4e9-2d06f8b5a5a1,2022-01-11 10:56:31.973888,U000370,4440580935118712,444058,M00017,Restaurant,5.16,USD,Theresastad,cddb06e1,146.194.212.47,0,0,10,1,0,1.8180767775454285
d80cd018-4d46-4a7d-ada7-bbda85b56a75,2022-01-11 14:28:34.057248,U000480,4734043370096872,473404,M00108,Retail,92.33,USD,Susanland,77d1fa91,180.216.54.195,0,0,14,1,0,4.536141599577656
bc557eab-a26c-4b57-8792-67661fee3df1,2022-01-11 14:41:15.676992,U000344,4964229712529677,496422,M00017,Restaurant,37.95,USD,New Allisonshire,25535020,193.149.34.239,0,0,14,1,0,3.6622787723167574
8cd098a5-5e2c-4b7e-80fd-66c77c17b27e,2022-01-12 08:48:16.646817,U000230,4782806479695450,478280,M00034,Retail,72.32,USD,North Brittanyberg,04accbe6,20.15.14.126,0,0,8,2,0,4.294833422971505
de19e1cc-808a-40ae-818b-c794498a047b,2022-01-12 11:58:09.931786,U000364,4974005643502381,497400,M00028,Gas,23.7,USD,North Kimborough,241cae4c,126.7.150.207,0,0,11,2,0,3.2068032436339315
da53dee7-9d3d-42f1-a42b-9ce5c7f610a3,2022-01-12 13:18:43.619523,U000280,4751536637780525,475153,M00091,Restaurant,59.22,EUR,South Daniel,972a13d5,21.27.230.83,0,0,13,2,0,4.0980045230535875
c8d0a31f-171d-4444-a657-03266f88ed06,2022-01-12 21:56:39.083089,U000343,4501716445561852,450171,M00107,Retail,55.72,EUR,Salazarfurt,89fa6ba1,40.78.197.164,0,0,21,2,0,4.038126882223872
c354d63f-f5dc-444e-9db1-71525502ebb7,2022-01-13 11:55:36.795547,U000043,4165604945198325,416560,M00034,Retail,271.81,GBP,Lake Cynthia,01e73b4c,49.81.207.241,0,0,11,3,0,5.608775582188955
6bed2b90-805b-4f2a-8162-b698d5529ccb,2022-01-13 14:35:30.596598,U000313,4043260931066840,404326,M00067,Grocery,360.79,USD,East Matthew,4de9baa3,41.239.185.97,0,0,14,3,0,5.891063932999336
5e55f809-7fc8-47d4-b0fa-5bfc9f408774,2022-01-14 02:22:57.727229,U000362,4831901302056987,483190,M00010,Grocery,19.37,USD,West Jacobhaven,f8558cb3,161.169.134.227,0,0,2,4,0,3.0140632302387145
133080e6-577a-42a5-a260-e6361ab5182f,2022-01-14 11:11:16.450720,U000642,4913681720313696,491368,M00059,Retail,173.76,USD,Margaretborough,423cda8b,187.254.206.142,0,0,11,4,0,5.163413604083235
254b2bb4-565d-4abe-a0b2-94278bdab28d,2022-01-14 12:03:19.360754,U000453,4727908335090252,472790,M00047,Grocery,227.8,EUR,Sandrastad,56726f9d,124.185.131.154,0,0,12,4,0,5.432848259505643
0e718f25-8b9f-4647-bd9c-9557222fa2a3,2022-01-14 15:27:54.297491,U000448,4535237360507911,453523,M00045,Grocery,76.59,USD,Lake Dianahaven,d4da0a5f,13.183.149.107,0,0,15,4,0,4.351438552905858
362049ae-4355-40e9-b481-cfb59595ebf7,2022-01-14 15:29:51.573673,U000108,4445655743132918,444565,M00063,Restaurant,20.88,USD,North Ericport,08debe3c,155.126.235.228,0,0,15,4,0,3.0855729775537806
fe02da6b-f72a-4e12-a624-387370678d92,2022-01-14 15:30:24.223211,U000266,4283999219212498,428399,M00031,Restaurant,136.41,USD,New Jessica,47b15513,85.113.69.119,0,0,15,4,0,4.922969157343683
59a22bd2-1f42-42a8-a1cb-8e3eff8285a6,2022-01-14 15:49:24.874381,U000238,4481569857002723,448156,M00039,Restaurant,13.26,USD,North Stacy,3c5b968e,16.159.110.141,0,0,15,4,0,2.65745841498615
9be23572-b085-4294-b949-897c9a5a9f5b,2022-01-14 17:46:22.681536,U000240,4436262044397356,443626,M00100,Grocery,14.1,USD,Millerfort,c0f289df,193.101.58.53,0,0,17,4,0,2.714694743820879
f52b5e64-3368-48ad-9935-f9d13a12e2e3,2022-01-14 19:46:07.003202,U000431,4521293289634068,452129,M00116,Grocery,30.22,USD,North Karinaberg,4ec8e9e5,167.208.92.236,0,0,19,4,0,3.441058915087286
82b76a79-de4f-47d9-8d32-1d71939d7709,2022-01-14 19:57:42.543513,U000166,4857306524077846,485730,M00113,Grocery,50.23,USD,Lopezburgh,78eb44de,120.35.181.215,0,0,19,4,0,3.936325297951111
0afc34e1-b75d-4198-b4e5-dd29da26f605,2022-01-15 10:38:51.391246,U000599,4224276774625915,422427,M00113,Grocery,28.52,USD,Johnsonland,e32ae478,30.191.45.232,0,0,10,5,1,3.385067999732272
1ed59eaa-18f0-4c63-a7dd-dc9527a10e4a,2022-01-16 10:28:38.698732,U000742,4937591922671316,493759,M00064,Gas,122.72,USD,East Samanthafurt,20787dd5,164.205.134.199,0,0,10,6,1,4.818020947816869
a03d2ff6-8406-48be-96e9-5bbfcb648dc2,2022-01-16 18:02:53.789440,U000147,4300981806356515,430098,M00093,Retail,5.0,USD,South Denise,f202ebf9,95.210.14.177,0,0,18,6,1,1.791759469228055
09a70e1c-5e0d-4e78-b0dc-2b5fb3b01525,2022-01-16 18:35:32.829857,U000670,4006298778735858,400629,M00088,Grocery,59.5,EUR,Littleport,07f3c0fa,83.251.183.210,0,0,18,6,1,4.102643365036796
220f4092-ff5c-4130-9691-2f07032e1c67,2022-01-16 19:41:13.902080,U000098,4242415415206432,424241,M00032,Retail,52.27,EUR,Riosville,5817c549,83.216.71.236,0,0,19,6,1,3.9753733209289077
69b78d1f-a200-4400-970a-ddaa95752648,2022-01-17 11:51:45.093618,U000728,4972360244654673,497236,M00070,Grocery,30.79,USD,Thomasstad,7934d020,159.180.10.93,0,0,11,0,0,3.459151774922711
4c50432f-be4b-4617-a948-621ed6dd2014,2022-01-17 14:05:42.907018,U000648,4164119556409193,416411,M00066,Grocery,157.62,USD,Garyburgh,7526edf6,85.156.146.241,0,0,14,0,0,5.066511404655174
ab928fc8-f659-468c-ac04-de8d607798d7,2022-01-17 16:47:43.193562,U000637,4815269255966473,481526,M00109,Entertainment,363.12,USD,North Melissa,049fcd38,101.24.192.98,0,0,16,0,0,5.897483483637088
0eded1b6-b508-42dd-9229-2ac1586b6a26,2022-01-17 17:24:22.017296,U000216,4520885474929756,452088,M00033,Entertainment,5.0,USD,New Danielleshire,1685b5fd,134.14.65.163,0,0,17,0,0,1.791759469228055
0726a1f9-5899-419b-ade2-af73834a47a5,2022-01-17 17:40:05.948585,U000599,4224276774625915,422427,M00022,Retail,467.05,USD,Johnsonland,e32ae478,30.191.39.47,0,0,17,0,0,6.148575127817754
fa80200c-e8e0-4813-9cd5-684c9017222a,2022-01-18 15:03:59.136105,U000233,4954198763514841,495419,M00032,Retail,10.88,USD,Lake Gina,37c300ae,131.58.252.48,0,0,15,1,0,2.474856313934499
54fb8f59-3c6c-4657-a1df-fa49a314bd8e,2022-01-18 23:02:39.873920,U000598,4453389062354668,445338,M00076,Travel,31.17,USD,Martinburgh,d28cbc4e,105.120.240.75,0,0,23,1,0,3.471034341250935
d6d6784f-5893-4616-9be6-7371532819cc,2022-01-19 20:31:55.766015,U000012,4598262045053317,459826,M00110,Travel,85.34,USD,Port Jacqueline,17243081,36.47.221.148,0,0,20,2,0,4.458292990127331
7a7de052-7b1a-4da5-b8dd-56cbfe04466c,2022-01-20 04:47:48.877677,F000014,4322394612128983,432239,M00025,Retail,1.01,USD,Lake Michelleville,5e03d9b1,207.70.110.149,0,1,4,3,0,0.6981347220709844
decb95e6-2bc6-48ed-b9cf-89bb6b28ff27,2022-01-20 04:48:58.442449,F000014,4322394612128983,432239,M00025,Retail,0.51,USD,Lake Michelleville,5e03d9b1,135.32.100.56,1,1,4,3,0,0.412109650826833
ba0700b4-edc2-468d-b224-6546fbdc9b76,2022-01-20 04:49:39.371474,F000014,4322394612128983,432239,M00025,Retail,1.55,USD,Lake Michelleville,5e03d9b1,68.88.146.51,1,1,4,3,0,0.9360933591703349
d1f52794-b671-46e1-8f5d-ca33bf3555d6,2022-01-20 04:50:29.987361,F000014,4322394612128983,432239,M00025,Retail,1.04,USD,Lake Michelleville,5e03d9b1,35.40.232.148,1,1,4,3,0,0.712949807856125
f5d22b63-b74e-49e5-ae01-e63cd9d18752,2022-01-20 04:50:39.138234,F000014,4322394612128983,432239,M00025,Retail,1.51,USD,Lake Michelleville,5e03d9b1,207.70.212.49,0,1,4,3,0,0.9202827531436926
e8bd9072-e984-4c79-95c0-034f66721b7d,2022-01-20 04:51:04.599969,F000014,4322394612128983,432239,M00025,Retail,0.0,USD,Lake Michelleville,5e03d9b1,159.164.234.208,1,1,4,3,0,0.0
4f1e67ee-fc6f-4c04-982d-c4874f6c04fe,2022-01-20 04:51:59.507613,F000014,4322394612128983,432239,M00025,Retail,0.93,USD,Lake Michelleville,5e03d9b1,156.37.178.110,1,1,4,3,0,0.6575200029167941
eb7753dc-89c7-4e50-ab84-61cb248052fb,2022-01-20 04:52:10.604825,F000014,4322394612128983,432239,M00025,Retail,1.72,USD,Lake Michelleville,5e03d9b1,15.69.186.244,1,1,4,3,0,1.000631880307906
499e8ca8-5e69-4500-9be1-f5748b03a952,2022-01-20 04:52:49.003939,F000014,4322394612128983,432239,M00025,Retail,0.79,USD,Lake Michelleville,5e03d9b1,127.239.131.36,1,1,4,3,0,0.5822156198526637
03de79d5-4410-429a-b647-1fb208743a6f,2022-01-20 04:54:58.870655,F000014,4322394612128983,432239,M00025,Retail,0.27,GBP,Lake Michelleville,5e03d9b1,207.70.68.112,0,1,4,3,0,0.23901690047049992
dca45a4c-c819-44e2-8a91-fc8a1acb4f0e,2022-01-20 04:56:38.883014,F000014,4322394612128983,432239,M00025,Retail,1.77,USD,Lake Michelleville,3818fdf6,145.30.188.155,1,1,4,3,0,1.0188473201992472
f2288bd0-3135-491e-8a96-3ca6196ad9a4,2022-01-20 04:56:56.177545,F000014,4322394612128983,432239,M00025,Retail,0.07,GBP,Lake Michelleville,5e03d9b1,31.89.153.108,1,1,4,3,0,0.06765864847381481
6022bd97-e560-4476-a7bb-02eeaebe0483,2022-01-20 04:57:36.360785,F000014,4322394612128983,432239,M00025,Retail,1.71,USD,Lake Michelleville,5e03d9b1,189.218.206.6,1,1,4,3,0,0.9969486348916096
273b4d19-7b5b-4b54-bd88-b9162eef93de,2022-01-20 04:59:15.978931,F000014,4322394612128983,432239,M00025,Retail,0.41,USD,Lake Michelleville,5e03d9b1,86.13.174.244,1,1,4,3,0,0.3435897043900769
f16b1c0a-f116-4784-85ff-3c785964cfb9,2022-01-20 04:59:46.311432,F000014,4322394612128983,432239,M00025,Retail,0.85,USD,Lake Michelleville,5e03d9b1,77.197.124.122,1,1,4,3,0,0.6151856390902334
6eed43ed-c755-4294-9b76-de17fd1ff090,2022-01-20 05:00:12.651603,F000014,4322394612128983,432239,M00025,Retail,1.9,USD,Lake Michelleville,fb27d787,220.142.228.123,1,1,5,3,0,1.0647107369924282
0510944f-b72d-443a-9780-8ccbdcaae6f3,2022-01-20 05:00:46.393377,F000014,4322394612128983,432239,M00025,Retail,1.85,USD,Lake Michelleville,5e03d9b1,179.73.243.100,1,1,5,3,0,1.0473189942805592
67b462f9-1b0e-495f-b721-3f438fd94f8b,2022-01-20 05:01:02.958693,F000014,4322394612128983,432239,M00025,Retail,1.02,USD,Lake Michelleville,5e03d9b1,111.89.142.160,1,1,5,3,0,0.7030975114131134
7020e42b-b756-4427-b25a-0d8bee1440ff,2022-01-20 05:01:05.510896,F000014,4322394612128983,432239,M00025,Retail,0.45,USD,Lake Michelleville,5e03d9b1,92.172.172.182,1,1,5,3,0,0.37156355643248307
3b9526db-a0c9-4e95-adaf-b464eca0f330,2022-01-20 10:48:08.101251,U000232,4294563718344041,429456,M00071,Entertainment,10.77,EUR,Ballardland,3b22114d,49.122.63.149,0,0,10,3,0,2.4655539212721855
fd275b80-3bd0-419a-82ee-a4a41349fb78,2022-01-20 12:13:54.780530,U000683,4476484559396521,447648,M00079,Grocery,5.0,USD,North Joycefurt,6bbba42a,111.245.86.76,0,0,12,3,0,1.791759469228055
76cd442e-8bc1-47b0-a6c2-efc8a283e61a,2022-01-20 12:36:49.767642,U000518,4787655300730951,478765,M00036,Gas,81.99,USD,Lake Sarahmouth,46a315f1,111.21.158.88,0,0,12,3,0,4.418720118610357
5c54fc1b-d694-4e10-953f-eaacd5b5d251,2022-01-20 14:55:27.254581,U000046,4181883552312433,418188,M00033,Entertainment,70.84,USD,Jonesmouth,a590e6e8,74.5.54.113,0,0,14,3,0,4.274441423993944
e70bd670-f52c-4287-8afc-f1a0a42c2ac1,2022-01-20 19:25:16.506877,U000534,4692082832308988,469208,M00018,Gas,5.0,USD,South Tracyborough,61f487b4,60.88.2.18,0,0,19,3,0,1.791759469228055
e8b8f7f2-5a43-4f8c-9256-97a558b32bae,2022-01-20 20:09:35.931321,U000718,4343594882188493,434359,M00106,Grocery,586.28,USD,Herrerafurt,d5e09014,46.49.251.136,0,0,20,3,0,6.375501707802526
9c50b42e-655f-423b-9f96-dae999c8e090,2022-01-21 08:54:40.305057,U000184,4144885015569901,414488,M00038,Travel,46.63,USD,East Mark,e00dc46e,47.12.17.57,0,0,8,4,0,3.863462814812769
65b058e2-5348-4bad-8797-1d5b91ec8c44,2022-01-21 11:21:19.922230,U000587,4623899499197014,462389,M00008,Retail,62.69,USD,Frederickchester,f45b1e04,138.214.96.49,0,0,11,4,0,4.1540275643832745
71628685-e1c2-420d-970a-209cadd1df5e,2022-01-21 12:42:34.914938,U000476,4039033970519581,403903,M00026,Grocery,53.29,GBP,South Jason,316d2047,199.190.39.191,0,0,12,4,0,3.9943400479173596
c2cdbc70-d293-4167-8d4b-f132c1941374,2022-01-21 18:34:53.741981,U000281,4334817058025665,433481,M00000,Restaurant,27.99,USD,Brianahaven,f08fd84c,84.64.37.234,0,0,18,4,0,3.3669509429335642
bb6f0f49-eb41-4d56-90f9-ccd4cb31b047,2022-01-21 21:47:01.721317,U000639,4100817852211588,410081,M00044,Grocery,96.42,USD,Davisside,61b0fdd3,214.188.68.4,0,0,21,4,0,4.579031528378397
7a48d180-7522-4038-9b6c-3516c6be7012,2022-01-22 11:25:21.357495,U000235,4231981898471390,423198,M00050,Retail,5.0,USD,Port Lindsaymouth,d3898a46,75.188.116.97,0,0,11,5,1,1.791759469228055
